;Created At;Text;Geo Coordinates.latitude;Geo Coordinates.longitude;User Location;Username;User Screen Name;Retweet Count;Classificacao;Observação;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24
5686;Fri Jan 27 12:54:08 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG  https://t.co/ClZ9y0h0g7;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5687;Fri Jan 27 13:02:01 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG  https://t.co/ClZ9y0h0g7;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5688;Fri Jan 27 12:58:02 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG  https://t.co/p2cyEvYMOF;;;;Michele #beta #sdv;michelexmbeta;0;Positivo;;;;;;;;;;;;;;;;
5689;Fri Jan 27 12:42:07 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/1k26ncLdDr;;;;G1 Sul de Minas;g1suldeminas;0;Positivo;;;;;;;;;;;;;;;;
5690;Fri Jan 27 12:53:33 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/dE6KZal6C3 #SomosTodosDilma #Raynniere #BuyRaynniereOnI…;;;;Raynniere Makepeace;itsRaynniere;0;Positivo;;;;;;;;;;;;;;;;
5691;Fri Jan 27 12:59:20 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/JXriYINzvG https://t.co/goXQajlZxj;;;Belo Horizonte - Minas Gerais;Wellington Rocha;Televan;0;Positivo;;;;;;;;;;;;;;;;
5692;Fri Jan 27 12:51:15 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/RTEejzYVYM https://t.co/sFWscjeQ7n;;;Belo Horizonte - Minas Gerais;Marcelo Rezende;Televans;0;Positivo;;;;;;;;;;;;;;;;
5693;Fri Jan 27 12:42:07 +0000 2017;Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/ZSZ6MPRaxn;;;;G1 MG;g1mg;0;Positivo;;;;;;;;;;;;;;;;
5694;Mon Jan 23 17:47:22 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/A4Wr0jN80x https://t.co/VzX040Dswe;;;Belo Horizonte, Brasil;₵ⱠɆɄ฿ɆⱤ #BetaSDV;cleuberdacunha;0;Positivo;;;;;;;;;;;;;;;;
5695;Mon Jan 23 18:00:03 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/HZWxPKTyaV https://t.co/lUKXjilvPm;;;Belo Horizonte;Portal UAI;portaluai;6;Positivo;;;;;;;;;;;;;;;;
5696;Mon Jan 23 17:45:01 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/iZK7WUrB8w https://t.co/n12tLVClWc;;;Belo Horizonte;Estado de Minas;em_com;2;Positivo;;;;;;;;;;;;;;;;
5697;Mon Jan 23 13:30:26 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas - Gerais - Estado de Minas https://t.co/7ClKngI4Rg;;;Minas Gerais;Carla Elias;eliascarla;0;Positivo;;;;;;;;;;;;;;;;
5698;Mon Jan 23 10:08:04 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/64odJ8yI69;;;Tijucas, Santa Catarina;Jornal Tijucas;jornaltijucas;0;Positivo;;;;;;;;;;;;;;;;
5699;Mon Jan 23 09:56:04 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/92L9Vymb9U https://t.co/tcvBCS3dSh;;;Belo Horizonte - Minas Gerais;UAI Seguros BH ®;UAI_SEGUROS_BH;0;Positivo;;;;;;;;;;;;;;;;
5700;Mon Jan 23 09:55:59 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/AWRPbkxntm https://t.co/NB2AWUmdtG;;;Belo Horizonte - Minas Gerais;Marcelo Rezende;Televans;0;Positivo;;;;;;;;;;;;;;;;
5701;Mon Jan 23 10:04:50 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/Reb5rGUHFQ https://t.co/WeVDXJkU3D;;;Belo Horizonte - Minas Gerais;Wellington Rocha;Televan;0;Positivo;;;;;;;;;;;;;;;;
5702;Mon Jan 23 10:04:54 +0000 2017;Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/TpiADzAN9M https://t.co/DaIkMyoLyb;;;Belo Horizonte - Minas Gerais;Carlos Alberto;DISKVANS;0;Positivo;;;;;;;;;;;;;;;;
5703;Thu Jan 26 21:28:15 +0000 2017;Regiões do RJ recebem reforço de vacinas contra febre amarela    Municípios vão receber vacinas pela proximidade com MG e ES. Segundo secre…;;;;Newman2020;CoelloPaolo;0;Positivo;;;;;;;;;;;;;;;;
5704;Tue Jan 24 22:10:35 +0000 2017;Rio distribui vacina de febre amarela a municípios próximos de MG  https://t.co/a2taHhKbo2  #noticias;;;Brasil;Everiting;everiting;0;Positivo;;;;;;;;;;;;;;;;
5705;Tue Jan 24 22:06:37 +0000 2017;Rio distribui vacina de febre amarela a municípios próximos de MG https://t.co/tpdlLUEsDp;;;Brazil;Redator Web;webwriter;0;Positivo;;;;;;;;;;;;;;;;
5706;Tue Jan 24 23:30:17 +0000 2017;"Rio distribui vacinas contra febre amarela a municípios na divisa com Minas - 
https://t.co/3EzdmQhpyC";;;EUA;TioSam.com;tiosam_com;0;Positivo;;;;;;;;;;;;;;;;
5707;Tue Jan 24 23:36:33 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas Gerais - https://t.co/7SY5OSNKys;;;Minas Gerais, Brasil;Aconteceu no Vale;noticiadosvales;0;Positivo;;;;;;;;;;;;;;;;
5708;Wed Jan 25 00:25:40 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas Gerais https://t.co/qmVhGTHRWQ #ANV https://t.co/HhXVoEByK6;;;;Minhas notícias;NoticiariosMG;1;Positivo;;;;;;;;;;;;;;;;
5709;Wed Jan 25 00:43:06 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/4NV2y4LNsg https://t.co/gHzxVuD8gx;;;Belo Horizonte, Brasil;₵ⱠɆɄ฿ɆⱤ #BetaSDV;cleuberdacunha;1;Positivo;;;;;;;;;;;;;;;;
5710;Tue Jan 24 22:00:44 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/DJpJBX8cJ9 #RJ;;;;Notícias do RJ;rj_noticias;0;Positivo;;;;;;;;;;;;;;;;
5711;Tue Jan 24 21:51:56 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/GOHU7rMwji #riodejaneiro;;;Brazil;Ricardo Leal;ricgleal;0;Positivo;;;;;;;;;;;;;;;;
5712;Wed Jan 25 13:00:29 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/h3auUPxl6R;;;Pará de Minas / MG;grnews;grnews;0;Positivo;;;;;;;;;;;;;;;;
5713;Tue Jan 24 22:41:13 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/hYWYXrdRw7 #timbeta #sdv #betaajudabeta;;;;Tiago #TIMBETA;tiagoffline;0;Positivo;;;;;;;;;;;;;;;;
5714;Tue Jan 24 21:51:55 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/N1A1rDftmc #riodejaneiro;;;Azkaban;Letícia;poteforo;0;Positivo;;;;;;;;;;;;;;;;
5715;Tue Jan 24 22:25:11 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/QW6HwsPkY7;;;;Portal Home;PortalHome;0;Positivo;;;;;;;;;;;;;;;;
5716;Tue Jan 24 22:15:35 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/U6ThE7aspk https://t.co/sNNjAz4nEa;;;RIBEIRA DO POMBAL - BA;RÁDIO WEB POP;webpop323;0;Positivo;;;;;;;;;;;;;;;;
5717;Tue Jan 24 21:51:56 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/UznM0iJedj #riodejaneiro;;;Maceió, Alagoas;Painel Alagoas;AfraniodeAquino;0;Positivo;;;;;;;;;;;;;;;;
5718;Tue Jan 24 21:51:56 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/V4WES3nbNW #riodejaneiro;;;Maceió;André Leal;Andrelealmcz;0;Positivo;;;;;;;;;;;;;;;;
5719;Wed Jan 25 00:40:01 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/zl1nLQJLNW https://t.co/Pd7aXE0taA;;;Brasília - DF, Brasil;Agência Brasil;agenciabrasil;2;Positivo;;;;;;;;;;;;;;;;
5720;Wed Jan 25 00:19:41 +0000 2017;"Rio distribui vacinas contra febre amarela a municípios na divisa com Minas
https://t.co/GOHU7rMwji";;;Brazil;Ricardo Leal;ricgleal;0;Positivo;;;;;;;;;;;;;;;;
5721;Wed Jan 25 00:19:41 +0000 2017;"Rio distribui vacinas contra febre amarela a municípios na divisa com Minas
https://t.co/N1A1rDftmc";;;Azkaban;Letícia;poteforo;0;Positivo;;;;;;;;;;;;;;;;
5722;Wed Jan 25 00:19:41 +0000 2017;"Rio distribui vacinas contra febre amarela a municípios na divisa com Minas
https://t.co/UznM0iJedj";;;Maceió, Alagoas;Painel Alagoas;AfraniodeAquino;0;Positivo;;;;;;;;;;;;;;;;
5723;Wed Jan 25 00:19:41 +0000 2017;"Rio distribui vacinas contra febre amarela a municípios na divisa com Minas
https://t.co/V4WES3nbNW";;;Maceió;André Leal;Andrelealmcz;0;Positivo;;;;;;;;;;;;;;;;
5724;Wed Jan 25 03:17:48 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/1mDTtCmuuz;;;Três Rios, RJ;Guia Três Rios;GuiaTresRios;0;Positivo;;;;;;;;;;;;;;;;
5725;Tue Jan 24 21:58:06 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/69wd3V2lWk https://t.co/GtS2a22jo4;;;Rio de Janeiro;Manchete Online;mancheteon;0;Positivo;;;;;;;;;;;;;;;;
5726;Wed Jan 25 03:29:30 +0000 2017;Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/HcltDKvP27;;;Brasil;Dicas Incríveis;edufoleto;0;Positivo;;;;;;;;;;;;;;;;
5727;Tue Jan 24 22:19:23 +0000 2017;Rio distribui vacinas contra febre amarela em municípios perto de MG  https://t.co/w2qOuRiJvh https://t.co/eKlSeoXMX6;;;Contagem / MG;Portal O Tempo;otempo;3;Positivo;;;;;;;;;;;;;;;;
5728;Tue Jan 24 23:27:46 +0000 2017;Rio distribui vacinas contra febre amarela na divisa com Minas https://t.co/Mef2XHtMb6;;;Volta Redonda;Diário do Vale;diariodovale;0;Positivo;;;;;;;;;;;;;;;;
5729;Thu Jan 26 14:15:51 +0000 2017;Rio faz ação contra febre amarela em municípios na divisa com MG  https://t.co/zQGEJPu91n  #noticias;;;Brasil;Everiting;everiting;0;Positivo;;;;;;;;;;;;;;;;
5730;Thu Jan 26 14:33:17 +0000 2017;Rio faz ação contra febre amarela em municípios na divisa com MG https://t.co/amQ21vq4DX #SDV Via @exame https://t.co/cujQfdZUX1;-46.6271061;-23.4932374;São Paulo;Ricardo O. Yamauti;ryamauti;0;Positivo;;;;;;;;;;;;;;;;
5731;Thu Jan 26 14:16:09 +0000 2017;Rio faz ação contra febre amarela em municípios na divisa com MG https://t.co/MEYR67049Q;;;Brazil;Redator Web;webwriter;0;Positivo;;;;;;;;;;;;;;;;
5732;Thu Jan 26 14:20:41 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/9tInWpMQgk;;;Apucarana - Paraná;TNOnline;tnonline_;0;Positivo;;;;;;;;;;;;;;;;
5733;Thu Jan 26 14:32:05 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/BLdwMaMkB8 https://t.co/N3U3za4504;;;Goiânia;Carlos Bueno Moraes;carlosbuenoDG;0;Positivo;;;;;;;;;;;;;;;;
5734;Thu Jan 26 14:31:45 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/HkmcLxhr6w;;;Goiás - Brasil ;Altair Tavares;altairtavares;0;Positivo;;;;;;;;;;;;;;;;
5735;Thu Jan 26 14:32:03 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/LdMEgQ4O8l https://t.co/cYrzlmjQ1F;;;Goiânia;Diário de Goiás;diariodegoias;0;Positivo;;;;;;;;;;;;;;;;
5736;Thu Jan 26 14:25:18 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/ZfDtF6DhKP;;;;Ponto  Notícia;ptpontonoticia;0;Positivo;;;;;;;;;;;;;;;;
5737;Thu Jan 26 15:45:06 +0000 2017;"Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais - 
https://t.co/bQYaxInVdG";;;EUA;TioSam.com;tiosam_com;0;Positivo;;;;;;;;;;;;;;;;
5738;Thu Jan 26 22:38:03 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais – Simepar https://t.co/kbnyAViN6m;;;Curitiba PR;SIMEPAR;simepar;0;Positivo;;;;;;;;;;;;;;;;
5739;Thu Jan 26 14:15:02 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais (� Marcelo Camargo/ABr)… https://t.co/GIFOYtpOwR;;;Brasília - DF, Brasil;Agência Brasil;agenciabrasil;3;Positivo;;;;;;;;;;;;;;;;
5740;Thu Jan 26 15:12:17 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/44VkIHVMcz;;;Brazil;Ricardo Leal;ricgleal;0;Positivo;;;;;;;;;;;;;;;;
5741;Thu Jan 26 14:21:23 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/bUIUbVfScz;;;Tijucas, Santa Catarina;Jornal Tijucas;jornaltijucas;0;Positivo;;;;;;;;;;;;;;;;
5742;Thu Jan 26 14:24:02 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/c9yNa8sqvq;;;São Paulo - Brasil;Hoje São Paulo;HojeSaoPaulo;0;Positivo;;;;;;;;;;;;;;;;
5743;Thu Jan 26 15:12:17 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/CxJzZd9djU;;;Azkaban;Letícia;poteforo;0;Positivo;;;;;;;;;;;;;;;;
5744;Thu Jan 26 15:12:17 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/FWjxtmt4cC;;;Maceió, Alagoas;Painel Alagoas;AfraniodeAquino;0;Positivo;;;;;;;;;;;;;;;;
5745;Thu Jan 26 14:23:05 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/glNhfK06bW;;;;Portal Home;PortalHome;0;Positivo;;;;;;;;;;;;;;;;
5746;Thu Jan 26 14:21:25 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/lPW4fZvWgs;;;Tijucas, Santa Catarina;Jornal Tijucas;jornaltijucas;0;Positivo;;;;;;;;;;;;;;;;
5747;Thu Jan 26 14:37:38 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/mVsU6R2JN2 #timbeta #sdv #betaajudabeta;;;;Tiago #TIMBETA;tiagoffline;0;Positivo;;;;;;;;;;;;;;;;
5748;Thu Jan 26 15:12:17 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/nJAFcMK36k;;;Maceió;André Leal;Andrelealmcz;0;Positivo;;;;;;;;;;;;;;;;
5749;Thu Jan 26 14:02:05 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/ZrvOddrqMx;;;Tijucas, Santa Catarina;Jornal Tijucas;jornaltijucas;0;Positivo;;;;;;;;;;;;;;;;
5750;Thu Jan 26 16:16:09 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais. https://t.co/5pqEnrZrV0 #saúde… https://t.co/fLmCg8J2lx;;;;Folha RJ;folharj;0;Positivo;;;;;;;;;;;;;;;;
5751;Thu Jan 26 17:42:34 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas GeraisHttp://ow.ly/y1bq308nPny https://t.co/KkZ2odcLt1;;;Salvador, Bahia;LD Notícias;pgmldnoticias;0;Positivo;;;;;;;;;;;;;;;;
5752;Thu Jan 26 14:06:07 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais-https://t.co/3sfRNXcLM4 https://t.co/ksudX7C3NL;;;Brasil - Goiânia;TopGyn Notícias;portaltopgyn;0;Positivo;;;;;;;;;;;;;;;;
5753;Thu Jan 26 14:12:41 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/k9uDclJwLu https://t.co/hGyiz31KOg;;;Rio de Janeiro;Manchete Online;mancheteon;0;Positivo;;;;;;;;;;;;;;;;
5754;Thu Jan 26 15:33:53 +0000 2017;Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/YohGZ6775J;;;Brasil;Dicas Incríveis;edufoleto;0;Positivo;;;;;;;;;;;;;;;;
5755;Thu Jan 26 16:16:13 +0000 2017;Rio faz bloqueio contra febre amarela na divisa com MG - A Secretaria de Estado de Saúde apresentou na manhã de... https://t.co/HU3Roo1Rjl;;;Rio de Janeiro;PhysioCenter;physio_center;0;Positivo;;;;;;;;;;;;;;;;
5756;Thu Jan 26 14:32:32 +0000 2017;Rio faz bloqueio contra febre amarela na divisa com MG - Terra Brasil https://t.co/SGiRhWDaRh;;;;Lenilda Miranda;nilda_ap;0;Positivo;;;;;;;;;;;;;;;;
5757;Thu Jan 26 18:02:01 +0000 2017;RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/8lZWXUJ1g6 https://t.co/P53yK3KK4U;;;Brasil;EBC Na Rede;ebcnarede;1;Positivo;;;;;;;;;;;;;;;;
5758;Thu Jan 26 18:02:27 +0000 2017;RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L;;;Belo Horizonte, Brasil;₵ⱠɆɄ฿ɆⱤ #BetaSDV;cleuberdacunha;4;Positivo;;;;;;;;;;;;;;;;
5759;Wed Jan 25 00:49:37 +0000 2017;RT @agenciabrasil: Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/zl1nLQJLNW https://t.co/Pd7aXE0…;;;Seropédica, Brasil;Dr. Rocindes Berriel;RocindesBerriel;2;Positivo;;;;;;;;;;;;;;;;
5760;Wed Jan 25 01:38:41 +0000 2017;RT @agenciabrasil: Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/zl1nLQJLNW https://t.co/Pd7aXE0…;;;Brazil;Carlos S. Teixeira;teixeiracds;2;Positivo;;;;;;;;;;;;;;;;
5761;Thu Jan 26 14:16:23 +0000 2017;RT @agenciabrasil: Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais (� Marcelo Camargo/ABr) https://t.co/JElQ…;;;Brasópolis-MG;Lima Lima;Lima2256;3;Positivo;;;;;;;;;;;;;;;;
5762;Thu Jan 26 14:17:30 +0000 2017;RT @agenciabrasil: Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais (� Marcelo Camargo/ABr) https://t.co/JElQ…;;;;marcos silva;marccdantas;3;Positivo;;;;;;;;;;;;;;;;
5763;Thu Jan 26 14:40:13 +0000 2017;RT @agenciabrasil: Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais (� Marcelo Camargo/ABr) https://t.co/JElQ…;;;Brasil;EBC Na Rede;ebcnarede;3;Positivo;;;;;;;;;;;;;;;;
5764;Wed Jan 25 17:31:23 +0000 2017;RT @avozdobrasil: Minas Gerais recebe auxílio da #ForçaNacional do #SUS para casos de #febreamarela https://t.co/22DV0UAwiT;;;BRASIL/RJ;#MarisinhaLula;MariluParreiras;3;Positivo;;;;;;;;;;;;;;;;
5765;Fri Jan 27 18:54:33 +0000 2017;RT @bemestar: Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/Us3yVBKJ31;;;;Viviane Valeta;VivianeValeta;2;Positivo;;;;;;;;;;;;;;;;
5766;Fri Jan 27 19:03:57 +0000 2017;RT @bemestar: Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/Us3yVBKJ31;;;Vila Velha, Brasil;Wesley Spindola;wesley_spindola;2;Positivo;;;;;;;;;;;;;;;;
5767;Wed Jan 25 15:51:45 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;;Sara Oliveira;saraoliveirac_;12;Positivo;;;;;;;;;;;;;;;;
5768;Wed Jan 25 15:59:36 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;;rubensmidt riani;rubensmidt;12;Positivo;;;;;;;;;;;;;;;;
5769;Wed Jan 25 16:05:34 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;Manaus/Am;André Luis;PsiAndre1974;12;Positivo;;;;;;;;;;;;;;;;
5770;Wed Jan 25 22:06:13 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;Brasil, Brasília;Ministério da Saúde;minsaude;12;Positivo;;;;;;;;;;;;;;;;
5771;Wed Jan 25 22:26:24 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;Brasil;Paulo Roberto MD;pauloroberto_md;12;Positivo;;;;;;;;;;;;;;;;
5772;Wed Jan 25 22:30:12 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;São Paulo - Capital;Karen;karenreisx;12;Positivo;;;;;;;;;;;;;;;;
5773;Wed Jan 25 23:30:30 +0000 2017;RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude;;;Tô perdidin... o.O';Moises Souza;jokerbr;12;Positivo;;;;;;;;;;;;;;;;
5774;Wed Jan 25 00:48:11 +0000 2017;RT @cleuberdacunha: Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/4NV2y4LNsg https://t.co/gHzxVu…;;;Juiz de Fora, Brasil;André beta;AndrelSCaetano;1;Positivo;;;;;;;;;;;;;;;;
5775;Fri Jan 27 22:13:16 +0000 2017;RT @cleuberdacunha: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L;;;Engenheiro Leal, Rio de Janeir;Gabi Spinnely;gabi_spinnely;4;Positivo;;;;;;;;;;;;;;;;
5776;Thu Jan 26 18:06:01 +0000 2017;RT @cleuberdacunha: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L;;;;georgefilho #timbeta;georgeffilho;4;Positivo;;;;;;;;;;;;;;;;
5777;Thu Jan 26 18:26:30 +0000 2017;RT @cleuberdacunha: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L;;;;Geo moura;Geomoura3;4;Positivo;;;;;;;;;;;;;;;;
5778;Thu Jan 26 21:42:20 +0000 2017;RT @cleuberdacunha: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L;;;igarape;josepolicarpo;ermelindo_jose;4;Positivo;;;;;;;;;;;;;;;;
5779;Thu Jan 26 18:08:50 +0000 2017;RT @ebcnarede: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/8lZWXUJ1g6 https://t.co/P53yK3KK4U;;;Brasil;Vitor Santos;jornalistavitor;1;Positivo;;;;;;;;;;;;;;;;
5780;Mon Jan 23 17:52:21 +0000 2017;RT @em_com: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/iZK7WUrB8w https://t.co/n…;;;Brasil, Espírito Santo ;Dayane Lima;daylinda151;2;Positivo;;;;;;;;;;;;;;;;
5781;Mon Jan 23 17:54:36 +0000 2017;RT @em_com: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/iZK7WUrB8w https://t.co/n…;;;Contagem MG;Darlisson Rafael;RafaelDarlisson;2;Positivo;;;;;;;;;;;;;;;;
5782;Fri Jan 27 10:09:11 +0000 2017;RT @g1: Governo de Minas decreta situação de emergência em áreas com surto de febre amarela https://t.co/tS8vq8Gz18 #G1 https://t.co/Jof43e…;;;;Uander Teike;Uaandeer;35;Positivo;;;;;;;;;;;;;;;;
5783;Thu Jan 26 01:33:45 +0000 2017;RT @g1: Governo de Minas decreta situação de emergência em áreas com surto de febre amarela https://t.co/tS8vq8Gz18 #G1 https://t.co/Jof43e…;;;;Uandertake Almeida;Uandertake;35;Positivo;;;;;;;;;;;;;;;;
5784;Fri Jan 27 14:14:39 +0000 2017;RT @g1df: Januária recebe 50 mil doses da vacina após morte por febre amarela https://t.co/rmp9NrDPX5;;;Brasilia;Roberta Rosa;betinhapsychede;1;Positivo;;;;;;;;;;;;;;;;
5785;Sun Jan 29 11:54:19 +0000 2017;RT @g1economia: Agricultores são vacinados contra a febre amarela no ES e em MG https://t.co/6LcduJoF29;;;;Liliane Dornelas;DornelasLiliane;1;Positivo;;;;;;;;;;;;;;;;
5786;Fri Jan 27 19:46:55 +0000 2017;RT @g1mgoeste: Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/82AgInijJJ;;;Divinópolis (MG);Ricardo Welbert;ricardowelbert;1;Positivo;;;;;;;;;;;;;;;;
5787;Sun Jan 29 11:34:01 +0000 2017;RT @GloboRural: Agricultores são vacinados contra a febre amarela no ES e em MG https://t.co/xd2ArbaqQe;;;Brasil;Vitor Santos;jornalistavitor;1;Positivo;;;;;;;;;;;;;;;;
5788;Sun Jan 29 12:21:32 +0000 2017;RT @GloboRural: Agricultores são vacinados contra a febre amarela no ES e em MG: https://t.co/1IRXaZmD0e #GloboRural https://t.co/cnpki4kh2Q;;;Palmas - TO / Brasil - BR;Clayton Nicolini;ClaytonNicolini;4;Positivo;;;;;;;;;;;;;;;;
5789;Sun Jan 29 14:13:08 +0000 2017;RT @GloboRural: Agricultores são vacinados contra a febre amarela no ES e em MG: https://t.co/1IRXaZmD0e #GloboRural https://t.co/cnpki4kh2Q;;;Francisco Beltrão, Brasil;Mateus sem H;matheuscomhaga;4;Positivo;;;;;;;;;;;;;;;;
